cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,Differentiation,Stemness,malignant
97_P3_C01,MGH97,Malignant,4851,-11.842,6.2572,0.0668,0.0764,Not cycling,0.5792,Respiration,"",0.520618893,-0.329971391,yes
97_P3_A04,MGH97,Malignant,5340,-6.0296,-14.9301,-0.1125,0.1505,Not cycling,0.3363,MYC,"",0.081182202,-0.085130804,yes
97_P3_C09,MGH97,Malignant,5874,-14.7815,6.3299,-0.0849,0.0218,Not cycling,0.9272,Oligo Progenitor,"",1.047991891,-1.108356245,yes
97_P3_D10,MGH97,Malignant,5810,-5.4371,-15.1156,0.1008,0.3152,Not cycling,0.2554,EMT II,"",0.09513239,0.338253459,yes
97_P3_H07,MGH97,Malignant,5545,-3.8892,-15.7213,0.063,0.1292,Not cycling,1.383,Stress,Stress,-0.559055817,-0.171319598,yes
97_P3_E01,MGH97,Malignant,6481,-4.2806,-17.2596,1.2694,0.5051,G1/S,1.4612,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.086145222,0.282461815,yes
97_P3_E03,MGH97,Malignant,6331,-5.8169,-15.0459,0.044,-0.1628,Not cycling,0.4041,Respiration,"",0.080045573,0.338192319,yes
97_P3_B10,MGH97,Malignant,6572,-5.8397,-16.0779,0.1589,0.0813,Not cycling,0.3588,Respiration,"",0.120834251,-0.08498229,yes
97_P3_F05,MGH97,Malignant,5610,-12.1073,6.8774,-0.0425,0.0031,Not cycling,0.4255,Cell Cycle HMG-rich,"",0.234427308,0.324475727,yes
97_P3_G12,MGH97,Malignant,4608,-14.8814,7.0053,0.1175,-0.1393,Not cycling,0.982,Respiration,"",0.84606307,-0.898819037,yes
97_P3_B04,MGH97,Malignant,6096,-4.1571,-17.8713,0.184,0.1217,Not cycling,0.5627,Stress,"",-0.403279574,-0.201997952,yes
97_P3_B02,MGH97,Malignant,5390,-6.3655,-15.2427,-0.1977,0.0952,Not cycling,0.6721,Oligo Progenitor,"",1.079764998,-1.379774204,yes
97_P3_B07,MGH97,Malignant,6307,-11.6525,6.5638,0.0755,-0.1221,Not cycling,0.4071,NPC/OPC,"",0.13232868,0.483317271,yes
97_P3_G02,MGH97,Malignant,5818,-4.2986,-16.8247,-0.2377,0.0259,Not cycling,0.3393,Translation initiation,"",-0.040686422,-0.05209924,yes
97_P3_G11,MGH97,Malignant,4946,-15.3467,5.9422,-0.1585,0.1556,Not cycling,0.6666,Oligo Progenitor,"",1.117983509,-1.26843324,yes
97_P3_F11,MGH97,Malignant,6664,-13.8076,5.9974,-0.2404,0.0673,Not cycling,0.4776,Respiration,"",0.419783529,-0.583583618,yes
97_P3_H03,MGH97,"",4775,-39.0192,-14.0212,,,"",,"","",,,""
97_P3_C02,MGH97,Malignant,4822,-11.4623,5.6771,-0.0022,-0.123,Not cycling,0.2594,NPC Glioma,"",0.079414927,0.427592436,yes
97_P3_G06,MGH97,Malignant,6207,-12.2829,6.6102,0.2367,0.0912,Not cycling,0.4568,Respiration,"",0.070781847,0.313075939,yes
97_P3_B01,MGH97,Malignant,4609,-4.9999,-15.2854,0.1052,0.0399,Not cycling,1.3271,Stress,Stress,-0.670298209,-0.393305061,yes
97_P3_B05,MGH97,Malignant,5720,-13.7663,6.2426,-0.1477,-0.0663,Not cycling,0.6207,NPC/OPC,"",0.65556585,-0.047555568,yes
97_P3_E10,MGH97,Malignant,5831,-11.9509,7.0054,-0.002,-0.2312,Not cycling,0.2333,Chromatin,"",-0.114241237,0.22969391,yes
97_P3_G01,MGH97,Malignant,5592,-13.4201,6.6382,-0.1138,0.1007,Not cycling,0.25,Chromatin,"",0.328438631,-0.114526176,yes
97_P3_A08,MGH97,Malignant,5633,-5.0399,-16.0647,-0.0689,-0.1304,Not cycling,0.3348,Stress,"",-0.094759785,-0.038981924,yes
97_P3_A03,MGH97,Malignant,3870,-11.9866,4.4704,-0.1823,-0.0413,Not cycling,0.9431,Astrocytes,"",-1.141734848,-0.884076936,yes
97_P3_B03,MGH97,Malignant,5224,-5.3475,-15.3359,0.2033,0.1269,Not cycling,0.3482,EMT IV,"",-0.086036882,0.215490648,yes
97_P3_D01,MGH97,Malignant,4971,-3.5212,-16.9496,0.0798,-0.1884,Not cycling,0.7218,Stress,"",-0.724170354,-0.572205301,yes
97_P3_G03,MGH97,Malignant,5954,-14.1526,5.9021,-0.1882,0.1813,Not cycling,0.3485,MYC,"",0.354110204,-0.575731579,yes
97_P3_E11,MGH97,Malignant,5694,-11.5264,5.1169,-0.0939,0.1767,Not cycling,0.2917,NPC/OPC,"",0.195965988,0.244170492,yes
97_P3_D04,MGH97,Malignant,5981,-4.4355,-16.9684,0.4558,0.0393,Not cycling,0.4494,EMT IV,"",-0.286552148,-0.00371331,yes
97_P3_A11,MGH97,"",3920,-38.7409,-13.8295,,,"",,"","",,,""
97_P3_C12,MGH97,Malignant,5958,-12.7652,5.8901,-0.0057,-0.0766,Not cycling,0.5241,Translation initiation,"",0.421989518,-0.501800819,yes
97_P3_D02,MGH97,Malignant,4124,-11.1954,5.7585,0.1532,0.0815,Not cycling,0.5249,NPC/OPC,"",-0.087026715,1.205970817,yes
97_P3_E08,MGH97,Malignant,5072,-13.7189,4.6645,-0.0172,-0.2486,Not cycling,0.3909,Translation initiation,"",0.663325349,-0.465425704,yes
97_P3_D05,MGH97,Malignant,4891,-11.5655,5.7833,0.0257,-0.0487,Not cycling,0.5913,NPC/OPC,"",-0.38351995,0.313646917,yes
97_P3_D12,MGH97,Malignant,5898,-6.3007,-15.1576,0.049,0.0417,Not cycling,0.3394,Respiration,"",0.862423744,-1.000104307,yes
97_P3_D09,MGH97,Malignant,6748,-4.8712,-17.722,0.2547,0.1123,Not cycling,0.2778,Cilia,"",-0.093780421,-0.15498529,yes
97_P3_F01,MGH97,"",4828,-38.8092,-13.7885,,,"",,"","",,,""
97_P3_F07,MGH97,Malignant,5687,-4.7409,-17.7145,0.4277,0.2228,Not cycling,0.4591,NPC/OPC,"",-0.36799307,-0.089696952,yes
97_P3_B11,MGH97,Malignant,6671,-15.0452,6.0509,-0.113,0.0889,Not cycling,0.7636,Oligo Progenitor,"",0.79837111,-0.867574646,yes
97_P3_H05,MGH97,Malignant,5999,-13.3509,6.5574,-0.0575,-0.1538,Not cycling,0.2671,Stress,"",0.772288846,-0.492010245,yes
97_P3_F12,MGH97,Malignant,6209,-3.9486,-17.7637,0.3522,-0.0649,Not cycling,0.2817,MES (glioma),"",-0.044276298,0.249895763,yes
97_P3_F04,MGH97,Malignant,7935,0.7724,-4.92,1.9364,2.4221,Intermediate,3.6649,Cell Cycle - G2/M,"",-0.408184516,-0.363719834,yes
97_P3_C11,MGH97,Malignant,6578,-5.2506,-16.8351,-0.2051,0.0381,Not cycling,0.3259,Stress (in vitro),"",0.113597576,-0.321729781,yes
97_P3_F08,MGH97,Malignant,6969,-4.5128,-17.752,-0.093,0.1628,Not cycling,0.4366,MYC,"",-0.047377687,0.372429094,yes
97_P3_C05,MGH97,Malignant,5968,-15.5044,6.2636,-0.2701,0.0601,Not cycling,0.8382,Oligo Progenitor,"",0.82423851,-0.96457441,yes
97_P3_F09,MGH97,Malignant,5443,-12.3143,4.7425,-0.1584,-0.0358,Not cycling,0.4608,Astrocytes,"",-0.620914423,-0.42794476,yes
97_P3_G05,MGH97,Malignant,6286,-4.6013,-17.4498,0.0276,0.0694,Not cycling,0.4759,MYC,"",0.224771106,-0.282024952,yes
97_P3_A10,MGH97,Malignant,5080,-15.1673,5.9719,-0.1642,0.1283,Not cycling,1.0475,Oligo Progenitor,Oligo Progenitor,1.383649046,-1.337053178,yes
97_P3_A05,MGH97,Malignant,5501,-12.3706,6.1093,-0.0951,-0.1154,Not cycling,0.2083,Alveolar,"",0.537822587,-0.325847687,yes
97_P3_C06,MGH97,Malignant,5525,-13.8377,7.0173,0.0376,-0.1176,Not cycling,0.5178,Respiration,"",0.488507228,-0.710124112,yes
97_P3_F02,MGH97,Malignant,5226,-11.7811,5.1201,0.0643,0.0777,Not cycling,0.5389,NPC/OPC,"",0.23283506,-0.140283839,yes
97_P3_D07,MGH97,Malignant,5075,-3.7519,-17.4645,0.024,0.029,Not cycling,0.3437,Astrocytes,"",-0.238895111,0.168298887,yes
97_P3_C08,MGH97,Malignant,5999,-14.7198,6.512,0.3387,0.0201,Not cycling,0.5626,Stress,"",1.012791092,-1.016168393,yes
97_P3_A01,MGH97,Malignant,5505,-12.5598,5.6532,0.1468,0.0557,Not cycling,0.3697,Translation initiation,"",0.648822654,-0.408808607,yes
97_P3_H04,MGH97,Malignant,6099,-4.3817,-16.8132,-0.0131,-0.0168,Not cycling,0.462,Respiration,"",-0.026885333,-0.191847923,yes
97_P3_D08,MGH97,Malignant,5226,-5.4489,-15.2312,7e-04,0.1483,Not cycling,0.5116,Translation initiation,"",-0.014383344,0.45932551,yes
97_P3_E06,MGH97,Malignant,5273,-4.6278,-16.7245,0.1112,-0.0852,Not cycling,0.6703,Astrocytes,"",-0.413883349,-0.405671417,yes
97_P3_E12,MGH97,Malignant,5981,-3.7963,-16.9421,-0.2556,-0.0254,Not cycling,0.9073,Stress,"",-0.584320272,-0.579301703,yes
97_P3_A02,MGH97,Malignant,5384,-4.9721,-16.9627,-0.0525,0.0546,Not cycling,0.4357,MYC,"",0.35517914,-0.389527368,yes
97_P3_B06,MGH97,Malignant,5246,-12.2584,4.7417,-0.0416,-0.1576,Not cycling,0.6797,Stress,"",-0.61441466,-0.741855848,yes
97_P3_H10,MGH97,Malignant,6252,-15.4265,6.0575,-0.1111,0.0736,Not cycling,0.9831,Oligo Progenitor,"",0.725739256,-0.827938008,yes
97_P5_B09,MGH97,Malignant,6548,-15.6375,2.5962,-0.0085,0.0918,Not cycling,0.4758,IG,"",0.25911717,-0.055882396,yes
97_P5_C06,MGH97,Malignant,4022,-12.5442,2.9026,0.3283,-0.0072,Not cycling,0.4562,Astrocytes,"",-0.525240454,-0.778437682,yes
97_P5_B10,MGH97,Malignant,6271,-3.4877,-19.3779,-0.1177,0.0096,Not cycling,1.7861,Astrocytes,Astrocytes,-1.631725702,-1.543289384,yes
97_P6_G02,MGH97,Malignant,6175,-15.834,2.5796,0.1559,-0.0368,Not cycling,0.4387,Protein maturation,"",-0.000686923,0.447765973,yes
97_P6_E06,MGH97,Malignant,6708,-3.6995,-19.6457,0.2196,0.0286,Not cycling,0.7705,Stress,"",-0.01913847,0.047190692,yes
97_P6_A03,MGH97,Malignant,7227,-4.6967,-19.044,0.405,0.0078,Not cycling,0.4068,Translation initiation,"",0.174868489,-0.328685618,yes
97_P5_F07,MGH97,Malignant,6412,-4.5335,-19.5391,-0.0097,-0.1039,Not cycling,0.4624,Translation initiation,"",0.134169781,-0.105218815,yes
97_P5_B05,MGH97,Malignant,6614,-15.5852,3.2856,-0.1476,-0.2448,Not cycling,0.4898,Proteasomal degradation,"",-0.097857277,0.130021886,yes
97_P6_B11,MGH97,Malignant,6437,-16.0479,2.6627,0.0848,-0.0619,Not cycling,0.5926,Oligo Progenitor,"",0.597908728,-0.687170482,yes
97_P6_E08,MGH97,Malignant,6147,-16.0292,2.3759,0.0774,-0.0472,Not cycling,0.5062,Stress,"",0.083961252,-0.244707323,yes
97_P6_A09,MGH97,Malignant,7022,-3.9684,-19.3512,0.1669,-0.1081,Not cycling,0.7586,Stress,"",-0.324903123,-0.194495111,yes
97_P6_B04,MGH97,Malignant,6077,-3.7428,-19.4059,0.1677,-0.1793,Not cycling,0.7405,Astrocytes,"",-0.366391144,-0.447348896,yes
97_P5_A02,MGH97,Malignant,6450,-15.5712,3.1305,-0.0495,-0.0726,Not cycling,0.6603,Oligo Progenitor,"",0.299341658,-0.300909423,yes
97_P5_C02,MGH97,Malignant,7008,-4.8954,-19.114,-0.1134,-0.1573,Not cycling,0.6277,MYC,"",0.486440154,-0.817441226,yes
97_P6_F09,MGH97,Malignant,6284,-15.6751,2.9126,0.0451,-0.1506,Not cycling,0.6027,Unfolded protein response,"",0.131217514,-0.560873267,yes
97_P5_A04,MGH97,"",5974,-38.9196,-13.8748,,,"",,"","",,,""
97_P5_C04,MGH97,Malignant,6437,-3.4821,-19.7268,-0.0791,0.0457,Not cycling,0.7315,Stress,"",-0.074597543,-0.771867388,yes
97_P6_D07,MGH97,Malignant,6249,-3.5564,-19.1165,0.2412,0.0637,Not cycling,1.0043,Astrocytes,Astrocytes,-0.523286326,-0.433211142,yes
97_P6_A12,MGH97,Malignant,6834,-16.5467,2.676,-0.2518,0.119,Not cycling,0.3447,Respiration,"",0.617267864,-0.737442354,yes
97_P6_C06,MGH97,Malignant,5054,-16.1754,2.3805,0.0463,0.0165,Not cycling,0.2747,RBCs,"",0.11106606,0.253107312,yes
97_P6_H04,MGH97,Malignant,4808,-14.4255,3.458,0.1879,0.0126,Not cycling,0.4783,Astrocytes,"",0.421205787,-0.111451301,yes
97_P5_D09,MGH97,Malignant,6919,-5.4438,-19.0127,0.1251,0.0426,Not cycling,0.549,Respiration,"",0.040937708,-0.09550336,yes
97_P6_F03,MGH97,Malignant,6010,-12.2513,2.6582,-0.1086,-0.0466,Not cycling,2.0601,Astrocytes,Astrocytes,-1.590605066,-2.565916114,yes
97_P6_F11,MGH97,Malignant,5764,-17.0317,2.5331,0.2484,0.0944,Not cycling,0.579,Proteasomal degradation,"",0.285324066,-0.303349802,yes
97_P6_H09,MGH97,Malignant,5531,-5.1143,-19.5611,0.3327,0.0564,Not cycling,0.6531,MYC,"",0.874787687,-1.10312915,yes
97_P6_B08,MGH97,Malignant,6428,-3.3762,-19.6224,-0.2225,-0.1215,Not cycling,1.1707,Stress,Stress,-1.001473759,-1.086116575,yes
97_P5_A10,MGH97,Malignant,6479,-15.7402,2.5,0.0162,-0.1487,Not cycling,0.3584,Hemato-related II,"",0.060828923,-0.233239948,yes
97_P6_H07,MGH97,Malignant,5210,-14.8636,3.039,-0.2455,-0.0478,Not cycling,0.8709,Astrocytes,"",-0.84620504,-1.131857933,yes
97_P6_C09,MGH97,Malignant,6287,-17.1864,3.7776,0.0765,-0.2819,Not cycling,1.3174,Oligo Progenitor,Oligo Progenitor,1.305694497,-1.75780998,yes
97_P5_G04,MGH97,Malignant,6563,-16.4301,2.9986,-0.1669,-0.0989,Not cycling,1.1283,Oligo Progenitor,Oligo Progenitor,1.146909062,-1.348040357,yes
97_P6_H01,MGH97,Malignant,3922,-3.8864,-18.5789,-0.059,-0.1208,Not cycling,0.4601,EMT IV,"",-0.329131003,-0.502423511,yes
97_P5_B06,MGH97,"",5854,-39.1058,-14.0318,,,"",,"","",,,""
97_P5_E04,MGH97,Malignant,6040,-15.7304,2.2425,-0.0314,-0.1236,Not cycling,0.3716,RBCs,"",0.202408285,-0.027395454,yes
97_P6_B10,MGH97,Malignant,6965,-15.2319,2.5638,-0.0059,0.3483,Not cycling,2.0225,Astrocytes,Astrocytes,-2.632711576,-3.152081652,yes
97_P6_F04,MGH97,Malignant,7416,-5.9987,-18.2538,-0.0491,-0.1686,Not cycling,0.7605,Stress (in vitro),"",0.494397094,-0.944574425,yes
97_P5_E07,MGH97,"",5499,-38.8582,-14.0233,,,"",,"","",,,""
97_P5_G02,MGH97,Malignant,6207,-17.2482,3.4382,-0.0173,0.0516,Not cycling,1.0481,Oligo Progenitor,Oligo Progenitor,0.66480557,-1.023711724,yes
97_P5_C11,MGH97,Malignant,6652,-3.3109,-19.4148,0.0232,-0.0882,Not cycling,0.7697,Stress,"",-0.550928014,-0.665534939,yes
97_P5_A03,MGH97,Malignant,7143,-16.2121,3.4091,0.017,-0.1781,Not cycling,0.3922,Respiration,"",0.238525717,-0.38564174,yes
97_P6_B02,MGH97,Malignant,6253,-16.0563,2.7545,0.0244,-0.118,Not cycling,0.7184,Oligo normal,"",0.623711601,-0.795544039,yes
97_P6_H12,MGH97,Malignant,6074,3.571,4.4622,0.0342,0.0071,Not cycling,0.9223,Respiration,"",0.684465349,-0.898452813,yes
97_P6_F12,MGH97,Malignant,5988,-3.6772,-19.248,0.575,-0.0034,Not cycling,1.2109,Stress,Stress,-0.2820684,-0.441339424,yes
97_P6_A02,MGH97,Malignant,4984,-12.1165,2.5889,0.042,0.3534,Not cycling,1.2089,Protein maturation,"",-0.275134452,-0.339131574,yes
97_P5_C12,MGH97,Malignant,6879,-4.0492,-19.386,0.2295,0.1185,Not cycling,0.3853,Stress,"",-0.259471407,-0.140272144,yes
97_P5_C01,MGH97,Malignant,6283,-16.8938,3.1539,0.2803,0.1271,Not cycling,0.7899,MYC,"",0.270240558,-0.55314982,yes
97_P5_B07,MGH97,Malignant,6708,-3.7828,-19.1359,0.0461,0.0555,Not cycling,0.4369,Astrocytes,"",-0.198237256,-0.214388978,yes
97_P5_A08,MGH97,Malignant,6473,-16.7302,3.6344,-0.0571,-0.004,Not cycling,0.8305,Oligo Progenitor,"",1.031657323,-1.328756695,yes
97_P6_H08,MGH97,Malignant,5237,-14.9481,2.965,-0.0246,-0.0932,Not cycling,0.3846,Interferon/MHC-II (II),"",0.165176573,-0.158981286,yes
97_P5_E11,MGH97,Malignant,6332,-16.2059,2.0165,0.0805,0.0574,Not cycling,0.6241,Oligo Progenitor,"",0.654694216,-0.714713218,yes
97_P6_A01,MGH97,Malignant,7384,-17.2241,3.4521,0.8868,0.2768,G1/S,0.8698,Cell Cycle - G1/S,"",0.62489019,-1.342817402,yes
97_P6_G01,MGH97,Malignant,3927,-5.3006,-16.6983,0.2421,-0.0178,Not cycling,0.4408,Oligo Progenitor,"",0.756151797,-0.441749098,yes
97_P5_D10,MGH97,Malignant,6758,-16.6441,2.3102,-0.1167,0.0964,Not cycling,0.3936,Oligo Progenitor,"",0.696242068,-1.076235044,yes
97_P5_C10,MGH97,Malignant,5823,-3.7456,-15.4775,0.2894,-0.053,Not cycling,0.8954,Stress,"",-0.180977823,0.309638613,yes
97_P6_C11,MGH97,Malignant,7335,-17.1636,3.0038,0.0212,-0.146,Not cycling,0.7261,Oligo Progenitor,"",0.715689433,-1.068200281,yes
97_P6_E07,MGH97,Malignant,6367,-4.993,-19.3084,0.3383,-0.0419,Not cycling,0.8759,MYC,"",0.05068946,-0.11423182,yes
97_P6_E05,MGH97,Malignant,6580,-4.3848,-19.4071,0.2122,-0.1096,Not cycling,0.448,Stress,"",0.424069167,-0.737085829,yes
97_P5_G07,MGH97,Malignant,5947,-15.2869,2.4448,0.172,-0.1182,Not cycling,0.7713,NPC Glioma,"",-0.165797437,0.293638062,yes
97_P5_D04,MGH97,"",6035,-39.123,-13.8238,,,"",,"","",,,""
97_P6_B03,MGH97,Malignant,7391,-5.7602,-18.0371,0.1621,-0.053,Not cycling,0.321,Translation initiation,"",0.095911492,0.098953203,yes
97_P5_H01,MGH97,Malignant,6416,-16.017,3.108,0.0473,-0.0264,Not cycling,0.2509,Proteasomal degradation,"",0.093883312,-0.003545586,yes
97_P6_A11,MGH97,Malignant,6095,-16.3977,3.2377,-0.1226,0.0079,Not cycling,1.1271,Oligo Progenitor,Oligo Progenitor,0.667844678,-1.185611754,yes
97_P6_E09,MGH97,Malignant,6385,-16.8134,2.6481,-0.3043,0.0609,Not cycling,0.5311,Proteasomal degradation,"",0.679746163,-1.17505901,yes
97_P6_A10,MGH97,Malignant,6353,-15.3553,2.3815,-0.0194,-0.1584,Not cycling,0.4667,Astrocytes,"",-0.018351227,-0.081738407,yes
97_P5_E02,MGH97,Malignant,6521,-16.3003,2.535,0.1277,0.0608,Not cycling,0.66,MYC,"",0.404385661,-0.526633733,yes
97_P6_D03,MGH97,Malignant,5535,-15.134,2.7182,0.0554,0.0021,Not cycling,0.227,Hemato-related II,"",0.118113856,-0.376041121,yes
97_P5_A09,MGH97,Malignant,7409,-4.2844,-18.8714,1.0784,0.134,G1/S,1.3469,Cell Cycle - G1/S,Cell Cycle - G1/S,0.014242979,-0.321929406,yes
97_P6_B12,MGH97,Malignant,6229,-16.6425,2.9956,0.3002,0.1965,Not cycling,0.6542,MYC,"",0.199957095,-0.334862822,yes
97_P5_H10,MGH97,Malignant,6703,-16.6649,2.6139,0.2638,-0.1373,Not cycling,0.4157,Oligo Progenitor,"",0.428610343,-0.628311131,yes
97_P6_A04,MGH97,Malignant,6452,-3.626,-19.0209,0.2129,0.0659,Not cycling,0.8148,Astrocytes,"",-0.435467866,-0.558572943,yes
97_P5_B12,MGH97,Malignant,4774,-12.1587,2.5595,-0.0687,0.1022,Not cycling,2.2747,Astrocytes,Astrocytes,-1.892364815,-1.980267469,yes
97_P5_A12,MGH97,Malignant,4265,-12.8467,3.0805,0.2216,0.0045,Not cycling,0.9794,Protein maturation,"",-1.148223345,-0.91653954,yes
97_P5_F08,MGH97,Malignant,6928,-4.898,-19.3975,-0.1281,0.0394,Not cycling,0.4681,Oligo Progenitor,"",1.062878674,-1.382432709,yes
97_P6_E04,MGH97,"",5065,-39.0614,-14.0647,,,"",,"","",,,""
97_P6_D04,MGH97,Malignant,6312,-16.2057,2.2822,0.0015,-0.073,Not cycling,0.3721,NPC Glioma,"",0.171559956,-0.294754953,yes
97_P5_D02,MGH97,Malignant,6836,-5.5516,-15.9235,0.2008,0.1238,Not cycling,0.5341,Stress,"",0.089217281,0.442467742,yes
97_P6_G10,MGH97,Malignant,7176,-4.7924,-19.3373,0.0418,-0.0722,Not cycling,0.73,Oligo Progenitor,"",0.585537771,-0.557950629,yes
97_P5_B04,MGH97,Malignant,6688,-3.6185,-19.3893,0.1305,-0.2399,Not cycling,0.4491,Stress,"",-0.31219955,-0.339723274,yes
97_P6_E03,MGH97,Malignant,6151,-15.3168,2.345,-0.075,0.0313,Not cycling,1.0825,Astrocytes,Astrocytes,-1.228844785,-1.365877045,yes
97_P5_E05,MGH97,Malignant,7425,-15.7227,2.2886,0.0116,0.0434,Not cycling,0.7993,Stress,"",-0.760123772,-0.744823175,yes
97_P5_G05,MGH97,Malignant,9062,-3.0643,-18.4636,1.9173,0.3632,G1/S,1.8786,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.332151643,-0.520729659,yes
97_P5_D03,MGH97,Malignant,6509,-16.424,2.4616,-0.161,-0.0838,Not cycling,0.419,Oligo normal,"",0.258180145,-0.576196643,yes
97_P5_C07,MGH97,Malignant,7366,-2.9637,-18.1061,2.2577,0.6929,G1/S,2.6491,Cell Cycle - G1/S,Cell Cycle - G1/S,0.076537385,-0.22396868,yes
97_P6_C12,MGH97,Malignant,5908,-16.5067,2.9231,0.2913,0.0888,Not cycling,0.604,MYC,"",0.196674449,0.053663196,yes
97_P6_B09,MGH97,Malignant,7293,-4.8646,-19.2363,0.2773,0.0956,Not cycling,0.7026,MYC,"",0.298891972,-0.499763971,yes
97_P5_D07,MGH97,Malignant,7378,-3.9033,-19.3676,0.9534,0.1355,G1/S,1.0098,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.08138063,0.005408208,yes
97_P6_A05,MGH97,Malignant,7165,-17.1625,3.4004,-0.1991,-0.0357,Not cycling,0.8106,Respiration,"",0.610305702,-1.028052908,yes
97_P5_C08,MGH97,Malignant,6122,-17.0609,2.7905,-0.1006,-0.0231,Not cycling,0.693,MYC,"",0.721762222,-1.047721034,yes
97_P5_B03,MGH97,Malignant,5980,-14.9272,3.2494,-0.0473,0.0111,Not cycling,1.2002,Stress,Stress,-1.742998417,-1.756070565,yes
97_P6_G08,MGH97,Malignant,6972,-17.0117,3.9404,0.0037,-0.1054,Not cycling,0.7634,Oligo Progenitor,"",0.660420966,-0.92985034,yes
97_P6_D12,MGH97,Malignant,5674,-16.2355,3.1131,-0.1761,0.0927,Not cycling,0.3537,Oligo Progenitor,"",0.580485653,-0.663708935,yes
97_P6_D01,MGH97,Malignant,5645,-3.591,-18.8786,-0.1065,-0.1554,Not cycling,1.4699,Astrocytes,Astrocytes,-1.183056299,-1.705080457,yes
97_P5_H08,MGH97,Malignant,6961,-5.2717,-19.2066,0.2145,0.081,Not cycling,0.7968,MYC,"",0.510041653,-0.706653619,yes
97_P6_C07,MGH97,Malignant,4897,-12.3946,2.4235,0.0663,-0.0541,Not cycling,1.6086,Stress,Stress,-1.842246301,-1.925997014,yes
97_P6_C02,MGH97,Malignant,7571,-4.9441,-18.7727,0.2096,-0.2183,Not cycling,0.5411,MYC,"",0.045672742,-0.262127509,yes
97_P5_F02,MGH97,Malignant,6677,-4.0862,-19.676,-0.0293,-0.1442,Not cycling,1.8356,Astrocytes,Astrocytes,-1.709804296,-1.811695817,yes
97_P5_F04,MGH97,Malignant,5026,-3.7037,-18.7699,-0.0328,0.1844,Not cycling,0.5374,Protein maturation,"",-0.280339656,-0.475787277,yes
97_P5_H02,MGH97,Malignant,6547,-16.4019,3.2619,0.2729,0.2085,Not cycling,0.5992,Translation initiation,"",0.300054518,-0.810231936,yes
97_P6_C08,MGH97,Malignant,6566,-16.7385,2.7025,-0.2544,0.0427,Not cycling,0.8042,Oligo Progenitor,"",1.122371277,-1.149039404,yes
97_P5_E03,MGH97,Malignant,6897,-5.0353,-19.4499,0.0701,-0.1405,Not cycling,0.4594,MYC,"",0.527032206,-0.667798714,yes
97_P6_D05,MGH97,Malignant,6467,-16.3152,2.3283,-0.0121,0.0257,Not cycling,0.6136,Oligo Progenitor,"",0.647948632,-0.969018133,yes
97_P5_D01,MGH97,Malignant,5582,-14.209,3.6743,0.1967,0.0186,Not cycling,0.566,Protein maturation,"",-0.013781076,0.229386304,yes
97_P6_F05,MGH97,Malignant,7375,-5.0877,-18.9157,-0.1798,-0.0728,Not cycling,0.5567,MYC,"",0.43602373,-0.88562284,yes
97_P5_H06,MGH97,Malignant,6868,-16.1086,3.0231,0.1318,-0.1294,Not cycling,0.4054,Protein maturation,"",0.120645964,-0.474634593,yes
97_P5_H11,MGH97,Malignant,6305,-15.0075,3.034,-0.1399,0.0026,Not cycling,0.8368,Astrocytes,"",-0.334079585,-0.114771078,yes
97_P5_E06,MGH97,Malignant,5529,-14.735,3.3617,0.1243,0.0403,Not cycling,1.0776,Oligo Progenitor,Oligo Progenitor,0.596619473,-0.88883752,yes
97_P6_H02,MGH97,Malignant,4347,-12.6886,2.8276,0.0192,0.1069,Not cycling,1.4543,Astrocytes,Astrocytes,-1.028510411,-1.016729311,yes
97_P6_A08,MGH97,Malignant,6507,-16.2716,2.4557,-0.0557,-0.2872,Not cycling,0.5454,Translation initiation,"",0.351769767,-0.914191528,yes
97_P5_B02,MGH97,Malignant,7011,-4.7705,-19.1191,-0.0936,-0.1117,Not cycling,0.3509,RBCs,"",0.141547568,0.161091818,yes
97_P5_E10,MGH97,Malignant,6226,-3.4797,-19.2712,0.1827,-0.1345,Not cycling,0.3515,EMT III,"",-0.204138069,-0.547174644,yes
97_P5_B11,MGH97,Malignant,7274,-17.1384,2.9326,-0.22,-0.0858,Not cycling,0.5002,Oligo Progenitor,"",0.821286252,-1.160419254,yes
97_P6_G07,MGH97,Malignant,5721,-16.4421,3.3128,0.1158,-0.0945,Not cycling,0.6982,Oligo Progenitor,"",0.899110463,-1.518163011,yes
97_P5_A05,MGH97,Malignant,4197,-12.058,2.7559,0.0752,-0.0523,Not cycling,0.8839,Stress (in vitro),"",-1.107043133,-0.814906737,yes
97_P5_A11,MGH97,Malignant,6799,-16.808,2.7001,0.054,-0.0623,Not cycling,0.6805,Translation initiation,"",0.40190283,-0.683637652,yes
97_P6_A06,MGH97,Malignant,5349,-12.2976,2.9778,0.1915,0.1518,Not cycling,2.1355,Astrocytes,Astrocytes,-1.980011284,-2.165713018,yes
97_P6_F07,MGH97,Malignant,5536,-15.3851,2.7629,-0.0145,-0.0327,Not cycling,0.553,Protein maturation,"",-0.075473528,0.909085444,yes
