cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,Differentiation,Stemness,malignant
MGH36_P2_E05,MGH36,Macrophage,4546,-1.2506,-42.2799,-0.1005,0.1243,Not cycling,,"","",,,no
MGH54_P2_G09,MGH54,Macrophage,4865,1.8036,-44.8494,-0.1065,-0.0048,Not cycling,,"","",,,no
MGH54_P2_D12,MGH54,Macrophage,5449,1.55,-45.6152,-0.0029,-0.0364,Not cycling,,"","",,,no
MGH53_P2_H02,MGH53,Macrophage,5424,3.082,-44.6736,-0.2428,-0.094,Not cycling,1.3716,MAC3,MAC3,,,no
MGH36_P8_F11,MGH36,Macrophage,5040,0.1057,-41.7796,0.1363,-0.046,Not cycling,,"","",,,no
MGH53_P2_A10,MGH53,Macrophage,5030,1.7069,-45.6414,-0.057,0.0273,Not cycling,0.914,Monocyte/Secreted,"",,,no
MGH54_P2_E09,MGH54,Macrophage,4548,1.476,-44.8172,0.0663,0.16,Not cycling,,"","",,,no
MGH36_P3_H06,MGH36,Macrophage,4286,-1.1505,-42.259,-0.0737,0.0285,Not cycling,,"","",,,no
MGH36_P5_D05,MGH36,Macrophage,5086,-1.4592,-42.1845,-0.0509,0.1132,Not cycling,,"","",,,no
MGH54_P2_A11,MGH54,Macrophage,4339,2.5431,-44.5978,-0.0867,0.1299,Not cycling,,"","",,,no
MGH54_P2_G04,MGH54,Macrophage,4034,2.3759,-44.1395,-0.0512,-0.0517,Not cycling,,"","",,,no
MGH36_P6_C01,MGH36,Macrophage,4063,-1.3971,-42.5009,-0.0112,0.0094,Not cycling,,"","",,,no
MGH53_P2_E06,MGH53,Macrophage,4663,3.0465,-44.599,0.0133,-4e-04,Not cycling,1.6884,Stress/HSP,Stress/HSP,,,no
MGH53_P1_E01,MGH53,Macrophage,4726,1.4393,-45.1761,0.1002,0.0416,Not cycling,1.4818,Monocyte/Secreted,Monocyte/Secreted,,,no
MGH36_P1_B01,MGH36,Macrophage,5736,-1.9772,-42.3009,-0.0765,0.0097,Not cycling,,"","",,,no
MGH54_P2_H04,MGH54,Macrophage,5122,1.4975,-45.3421,-0.0835,0.0592,Not cycling,,"","",,,no
MGH36_P2_C05,MGH36,Macrophage,4991,-2.0748,-42.0378,0.0477,0.0143,Not cycling,,"","",,,no
MGH36_P6_H05,MGH36,Macrophage,4471,-0.5411,-42.7782,0.1023,0.0089,Not cycling,,"","",,,no
MGH36_P10_E06,MGH36,Macrophage,4989,-1.6897,-42.2087,-0.0275,0.0113,Not cycling,,"","",,,no
MGH54_P2_F03,MGH54,Macrophage,3903,2.1288,-44.7431,-0.09,-0.0442,Not cycling,,"","",,,no
MGH36_P4_B10,MGH36,Macrophage,4183,-1.1631,-42.3141,0.0075,0.0273,Not cycling,,"","",,,no
MGH54_P2_F02,MGH54,Macrophage,3811,1.3324,-44.8675,0.0083,-0.0095,Not cycling,,"","",,,no
MGH36_P2_E11,MGH36,Macrophage,5074,-0.9968,-42.388,0.0409,-0.0684,Not cycling,,"","",,,no
MGH54_P2_D11,MGH54,Macrophage,4547,1.536,-44.8043,-0.1055,-0.108,Not cycling,,"","",,,no
MGH54_P2_G01,MGH54,Macrophage,3926,1.7325,-44.6429,0.2306,0.2374,Not cycling,,"","",,,no
MGH36_P9_D02,MGH36,Macrophage,4635,-1.8399,-42.2524,0.1684,-0.0733,Not cycling,,"","",,,no
MGH54_P2_E06,MGH54,Macrophage,4657,1.3742,-45.0178,-0.1236,-0.0176,Not cycling,,"","",,,no
MGH54_P16_F12,MGH54,Malignant,5606,-38.407,-13.4413,0.2011,-0.1739,Not cycling,5.8918,Oligo normal,"",,,no
MGH53_P5_C12,MGH53,Malignant,3812,-38.4526,-13.1849,-0.059,0.1285,Not cycling,5.02,Oligo normal,Oligo normal,,,no
MGH54_P12_C10,MGH54,Malignant,4902,-38.9547,-12.9465,-0.0458,-0.0661,Not cycling,5.7806,Oligo normal,"",,,no
MGH54_P16_F02,MGH54,Malignant,4430,-39.0599,-13.3288,-0.0028,-0.01,Not cycling,5.8332,Oligo normal,"",,,no
MGH54_P11_C11,MGH54,Malignant,4986,-38.9039,-13.0324,-0.0246,-0.1379,Not cycling,5.8196,Oligo normal,"",,,no
MGH53_P1_E03,MGH53,Malignant,6208,-38.6686,-13.2877,-0.0368,-0.1129,Not cycling,5.4679,Oligo normal,Oligo normal,,,no
MGH54_P15_D06,MGH54,Malignant,5050,-39.0362,-13.2356,0.0432,0.1091,Not cycling,5.7024,Oligo normal,"",,,no
MGH54_P14_F05,MGH54,Malignant,3814,-39.0463,-13.3249,-0.2251,-0.0931,Not cycling,5.4743,Oligo normal,"",,,no
MGH54_P16_A03,MGH54,Malignant,5205,-38.6818,-13.3503,-0.1934,-0.0033,Not cycling,5.8072,Oligo normal,"",,,no
MGH53_P4_G11,MGH53,Malignant,5026,-38.7735,-13.1163,-0.1958,-0.1071,Not cycling,5.8732,Oligo normal,Oligo normal,,,no
MGH53_P7_B09,MGH53,Malignant,3945,-38.4586,-13.5378,-0.0999,0.0368,Not cycling,5.5824,Oligo normal,Oligo normal,,,no
MGH54_P17_D11,MGH54,Malignant,4346,-38.5369,-12.9815,0.0118,0.2633,Not cycling,5.4324,Oligo normal,"",,,no
MGH54_P10_G04,MGH54,Malignant,4657,-38.6359,-13.344,-0.2099,-0.1074,Not cycling,6.0243,Oligo normal,"",,,no
MGH54_P10_C06,MGH54,Malignant,4681,-38.5599,-13.7275,-0.1846,0.04,Not cycling,5.6968,Oligo normal,"",,,no
MGH53_P2_A02,MGH53,Malignant,5019,-38.9062,-13.1348,-0.1795,-0.0202,Not cycling,5.4305,Oligo normal,Oligo normal,,,no
MGH53_P4_F06,MGH53,Malignant,5335,-39.0712,-13.1887,-0.1808,-0.1506,Not cycling,5.4161,Oligo normal,Oligo normal,,,no
MGH53_P7_F07,MGH53,Malignant,5247,-39.1048,-13.6579,0.0507,0.0872,Not cycling,5.3307,Oligo normal,Oligo normal,,,no
MGH53_P11_F06,MGH53,Malignant,5115,-39.1442,-13.4053,-0.2509,0.0493,Not cycling,5.5599,Oligo normal,Oligo normal,,,no
MGH53_P5_G02,MGH53,Malignant,3307,-38.44,-13.3547,-0.1708,-0.0465,Not cycling,5.3777,Oligo normal,Oligo normal,,,no
MGH53_P1_F09,MGH53,Malignant,5496,-38.8832,-13.7281,-0.1425,-0.2238,Not cycling,5.4711,Oligo normal,Oligo normal,,,no
MGH53_P11_H03,MGH53,Malignant,4016,-38.8766,-13.4627,-0.0584,0.0322,Not cycling,5.3491,Oligo normal,Oligo normal,,,no
MGH53_P10_D11,MGH53,Malignant,3718,-38.3237,-13.3845,-0.101,-0.0208,Not cycling,5.5412,Oligo normal,Oligo normal,,,no
MGH53_P1_A10,MGH53,Malignant,4406,-38.7694,-13.3746,-0.0363,-0.0479,Not cycling,5.6408,Oligo normal,Oligo normal,,,no
MGH53_P4_B12,MGH53,Malignant,4950,-38.8777,-13.5913,-0.058,-9e-04,Not cycling,5.3281,Oligo normal,Oligo normal,,,no
MGH53_P5_H09,MGH53,Malignant,3600,-38.712,-13.8723,-0.0285,-0.1962,Not cycling,5.5132,Oligo normal,Oligo normal,,,no
MGH53_P9_D07,MGH53,Malignant,3234,-38.4511,-13.3161,-0.2497,-0.0072,Not cycling,5.3197,Oligo normal,Oligo normal,,,no
MGH53_P11_E03,MGH53,Malignant,4613,-39.0081,-13.4924,-0.0985,-0.0756,Not cycling,5.3593,Oligo normal,Oligo normal,,,no
MGH53_P1_C02,MGH53,Malignant,5102,-39.1785,-13.1812,-0.156,0.0631,Not cycling,5.3386,Oligo normal,Oligo normal,,,no
MGH53_P10_F11,MGH53,Malignant,3525,-38.6051,-13.3949,0.0827,-0.128,Not cycling,5.1633,Oligo normal,Oligo normal,,,no
MGH53_P1_E02,MGH53,Malignant,3743,-38.8645,-13.0601,-0.3088,0.0432,Not cycling,5.5721,Oligo normal,Oligo normal,,,no
MGH53_P1_D07,MGH53,Malignant,3201,-38.8899,-13.1116,-0.2154,0.0091,Not cycling,5.8179,Oligo normal,Oligo normal,,,no
MGH53_P6_B01,MGH53,Malignant,3948,-38.6548,-13.6786,-0.1971,0.0208,Not cycling,5.5463,Oligo normal,Oligo normal,,,no
MGH53_P2_G04,MGH53,Malignant,5154,-39.2074,-13.6051,-0.215,0.1205,Not cycling,5.2932,Oligo normal,Oligo normal,,,no
MGH53_P1_C05,MGH53,Malignant,4915,-39.2762,-13.1702,-0.2117,0.0308,Not cycling,5.1266,Oligo normal,Oligo normal,,,no
MGH53_P2_G09,MGH53,Malignant,5371,-39.1422,-13.4078,-0.053,-0.0607,Not cycling,5.5673,Oligo normal,Oligo normal,,,no
MGH53_P5_A05,MGH53,Malignant,4276,-38.8881,-13.6343,-0.1804,-0.0133,Not cycling,4.5286,Oligo normal,Oligo normal,,,no
MGH53_P5_F04,MGH53,Malignant,3629,-38.5559,-13.1825,-0.107,0.1415,Not cycling,5.1664,Oligo normal,Oligo normal,,,no
MGH53_P10_H03,MGH53,Malignant,4838,-38.7805,-13.1504,-0.3088,0.037,Not cycling,5.5532,Oligo normal,Oligo normal,,,no
MGH53_P11_F08,MGH53,Malignant,4133,-39.1425,-13.0428,-0.1341,0.0994,Not cycling,5.2357,Oligo normal,Oligo normal,,,no
MGH54_P7_F12,MGH54,Malignant,3435,-38.4027,-13.4191,0.0063,-0.0207,Not cycling,5.1411,Oligo normal,"",,,no
MGH53_P8_F03,MGH53,Malignant,3228,-39.1671,-13.4876,-0.0281,-0.0644,Not cycling,5.2178,Oligo normal,Oligo normal,,,no
MGH53_P11_A07,MGH53,Malignant,4274,-38.8144,-13.2516,-0.0184,-0.1522,Not cycling,5.9016,Oligo normal,Oligo normal,,,no
MGH53_P6_B11,MGH53,Malignant,4508,-38.3946,-13.1036,0.0892,-0.0644,Not cycling,5.1135,Oligo normal,Oligo normal,,,no
MGH53_P4_C07,MGH53,Malignant,4426,-38.6472,-13.2721,-0.0017,0.0876,Not cycling,5.5053,Oligo normal,Oligo normal,,,no
MGH53_P6_H06,MGH53,Malignant,3869,-38.4823,-13.4383,-0.2069,0.1121,Not cycling,5.4686,Oligo normal,Oligo normal,,,no
MGH36_P1_A01,MGH36,Malignant,6435,24.7945,2.9371,-0.0097,0.1228,Not cycling,0.5543,Astrocytes,"",-0.307052762,-0.842502132,yes
MGH36_P1_A02,MGH36,Malignant,5607,25.6501,0.0151,-0.1975,-0.1207,Not cycling,1.0259,Oligo Progenitor,Oligo Progenitor,1.52091588,-1.451567247,yes
MGH36_P1_A03,MGH36,Malignant,7098,25.7056,2.6165,-0.08,0.0611,Not cycling,0.6537,Astrocytes,"",-0.615218917,-0.970606599,yes
MGH36_P1_A04,MGH36,Malignant,7409,25.848,0.7615,0.2646,0.0284,Not cycling,0.5737,NPC/OPC,"",0.615204733,-0.73483319,yes
MGH36_P1_A05,MGH36,Malignant,5509,24.6354,4.1348,-0.2911,-0.0703,Not cycling,0.8923,Astrocytes,"",-1.14415361,-1.868544812,yes
MGH36_P1_A06,MGH36,Malignant,6084,24.9795,3.6376,-0.0366,-0.2042,Not cycling,1.2141,Astrocytes,Astrocytes,-1.313158592,-1.941014794,yes
MGH36_P1_A08,MGH36,Malignant,6285,25.8205,2.4613,-0.0812,0.0283,Not cycling,0.9089,Astrocytes,"",-0.255672456,-0.653310373,yes
MGH36_P1_A10,MGH36,Malignant,6595,25.9441,0.9875,-0.1272,0.0304,Not cycling,1.3933,Oligo Progenitor,Oligo Progenitor,1.084988788,-1.022412845,yes
MGH36_P1_A12,MGH36,Malignant,7520,26.0415,0.0721,-0.2385,0.0772,Not cycling,1.5945,Oligo Progenitor,Oligo Progenitor,1.559063071,-2.15076981,yes
MGH36_P1_B02,MGH36,Malignant,6523,26.0752,0.2484,-0.226,0.077,Not cycling,0.6097,Oligo Progenitor,"",0.518403796,-0.628731956,yes
MGH36_P1_B03,MGH36,Malignant,6524,24.6315,4.4971,0.0559,-0.0377,Not cycling,0.6622,Astrocytes,"",-1.454052023,-1.712979676,yes
MGH36_P1_B04,MGH36,Malignant,6487,24.7807,2.4216,0.025,-0.041,Not cycling,1.2324,Stress,Stress,-0.892643397,-1.467789165,yes
MGH36_P1_B06,MGH36,Malignant,7550,25.9269,-0.1891,-0.1665,0.0965,Not cycling,1.6482,Oligo Progenitor,Oligo Progenitor,1.83933055,-2.126182295,yes
MGH36_P1_B07,MGH36,Malignant,5916,24.7942,4.3541,-0.2921,-0.0135,Not cycling,1.8875,Astrocytes,Astrocytes,-1.891042036,-2.457221105,yes
MGH36_P1_B08,MGH36,Malignant,7385,25.9504,0.4162,-0.2398,-0.0887,Not cycling,0.7828,NPC/OPC,"",1.299801916,-1.532462259,yes
MGH36_P1_B09,MGH36,Malignant,6363,25.289,3.3055,-0.0936,-0.1304,Not cycling,1.2761,Astrocytes,Astrocytes,-1.911633937,-2.363127666,yes
MGH36_P1_B10,MGH36,Malignant,7892,25.9104,0.5689,-0.1494,0.0665,Not cycling,0.9056,Oligo Progenitor,"",0.857466748,-1.373505579,yes
MGH36_P1_B11,MGH36,Malignant,6674,25.0645,1.9896,-0.1792,-0.0189,Not cycling,0.6921,Oligo Progenitor,"",0.433407199,-0.418107034,yes
MGH36_P1_B12,MGH36,Malignant,8738,25.8529,1.4657,-0.074,0.0332,Not cycling,0.5546,Oligo Progenitor,"",0.741364161,-1.470805571,yes
MGH36_P1_C01,MGH36,Malignant,5942,25.0467,3.1678,-0.143,0.1562,Not cycling,1.0597,Astrocytes,Astrocytes,-1.115205568,-1.391180702,yes
MGH36_P1_C03,MGH36,Malignant,6744,24.1388,4.2466,-0.121,-0.1966,Not cycling,0.8519,Astrocytes,"",-1.130618508,-1.929903939,yes
MGH36_P1_C05,MGH36,Malignant,4857,24.5181,3.2456,-0.1069,-0.1139,Not cycling,1.2192,Astrocytes,Astrocytes,-1.217955743,-1.260681516,yes
MGH36_P1_C06,MGH36,Malignant,7952,25.907,0.1189,0.6923,0.1482,Not cycling,0.4412,NPC Glioma,"",0.564851801,-0.910999336,yes
MGH36_P1_C07,MGH36,Malignant,6834,26.0278,0.1169,-0.2134,-0.2059,Not cycling,0.578,Oligo Progenitor,"",0.801942237,-1.117260818,yes
MGH36_P1_C08,MGH36,Malignant,5994,25.1631,3.6837,-0.2534,0.202,Not cycling,1.3968,Astrocytes,Astrocytes,-1.209108813,-2.048185808,yes
MGH36_P1_C09,MGH36,Malignant,7228,24.8355,2.7232,0.0782,-0.0434,Not cycling,0.9346,Astrocytes,"",-0.708566211,-1.213817943,yes
MGH36_P1_C10,MGH36,Malignant,7741,24.6631,3.6442,-0.1391,0.2352,Not cycling,1.3581,Stress,Stress,-1.556897841,-2.26320171,yes
MGH36_P1_C11,MGH36,Malignant,6735,24.8296,3.3172,0.0029,-0.1974,Not cycling,1.1147,Astrocytes,Astrocytes,-1.038314065,-1.745187214,yes
MGH36_P1_D01,MGH36,Malignant,7376,25.4681,2.8354,0.2602,0.1944,Not cycling,1.0759,Stress,Stress,-0.882548638,-1.481326301,yes
MGH36_P1_D02,MGH36,Malignant,6721,25.8373,-0.5847,-0.2286,0.0113,Not cycling,0.9586,Oligo Progenitor,"",1.266651595,-1.764782056,yes
MGH36_P1_D03,MGH36,Malignant,7403,25.801,-0.6509,0.7502,0.1898,G1/S,0.4956,Oligo Progenitor,"",0.610840612,-0.815110846,yes
MGH36_P1_D04,MGH36,Malignant,8591,25.1504,2.9325,0.1853,-0.0363,Not cycling,0.9943,Astrocytes,"",-0.628693727,-1.355394809,yes
MGH36_P1_D06,MGH36,Malignant,5390,24.1347,5.5777,-0.3686,-0.2079,Not cycling,1.6021,Astrocytes,Astrocytes,-2.03993393,-2.52664379,yes
MGH36_P1_D07,MGH36,Malignant,6054,25.892,-0.5334,-0.0467,0.0342,Not cycling,1.4023,Oligo Progenitor,Oligo Progenitor,1.582573075,-1.673666313,yes
MGH36_P1_D08,MGH36,Malignant,7902,24.4287,4.5514,-0.0516,0.0569,Not cycling,1.6887,Astrocytes,Astrocytes,-1.891268523,-2.587117167,yes
MGH36_P1_D09,MGH36,Malignant,4775,24.0921,3.6947,-0.2027,0.1008,Not cycling,2.4947,Stress,Stress,-2.402475904,-2.704944048,yes
MGH36_P1_D11,MGH36,Malignant,5718,24.1765,3.309,-0.158,-0.1388,Not cycling,1.4075,Astrocytes,Astrocytes,-1.407846974,-2.063444402,yes
MGH36_P1_F01,MGH36,Malignant,6074,24.7779,2.8101,0.5401,0.2938,Not cycling,0.9276,Astrocytes,"",-1.144977283,-1.098291419,yes
MGH36_P1_F02,MGH36,Malignant,9027,25.3308,2.848,-0.1054,0.0987,Not cycling,1.024,Astrocytes,Astrocytes,-1.053841998,-1.478648436,yes
MGH36_P1_F03,MGH36,Malignant,6488,25.6423,-0.0071,-0.1571,-0.2419,Not cycling,1.2655,Oligo Progenitor,Oligo Progenitor,1.167816713,-1.65935529,yes
MGH36_P1_F04,MGH36,Malignant,5868,24.5698,4.0764,-0.022,-0.0475,Not cycling,0.8882,Astrocytes,"",-1.353523924,-2.10646226,yes
MGH36_P1_F05,MGH36,Malignant,7983,25.1162,2.3031,-0.162,0.1301,Not cycling,0.5908,Astrocytes,"",-0.214953781,-0.730289277,yes
MGH36_P1_F06,MGH36,Malignant,5367,23.0192,4.1683,-0.116,-0.0496,Not cycling,0.6652,Protein maturation,"",-0.639352402,-1.065984248,yes
MGH36_P1_F08,MGH36,Malignant,6026,25.5479,0.9479,-0.2818,-0.0654,Not cycling,0.4993,Proteasomal degradation,"",0.132437734,-0.34115827,yes
MGH36_P1_F11,MGH36,Malignant,3147,10.9558,-7.6694,0.0285,0.3111,Not cycling,1.0791,Oligo Progenitor,Oligo Progenitor,1.194845568,-0.332294201,yes
MGH36_P1_F12,MGH36,Malignant,7670,26.1645,-0.0369,0.9729,-0.0292,G1/S,0.8745,Cell Cycle - G1/S,"",0.782012365,-1.257351847,yes
MGH36_P1_G02,MGH36,Malignant,5212,23.8856,4.6779,-0.0356,-0.0045,Not cycling,0.9915,Astrocytes,"",-1.484888496,-2.421350505,yes
MGH36_P1_G03,MGH36,Malignant,6357,25.6133,-0.5833,0.008,0.0018,Not cycling,1.4232,Oligo Progenitor,Oligo Progenitor,1.376799456,-1.880678143,yes
MGH36_P1_G04,MGH36,Malignant,5844,24.6564,3.8479,0.0346,-0.0576,Not cycling,1.0523,Astrocytes,Astrocytes,-1.221918657,-1.883992948,yes
MGH36_P1_G07,MGH36,Malignant,5580,24.4987,3.9048,0.0313,0.1917,Not cycling,1.2667,Astrocytes,Astrocytes,-1.391922044,-2.606416067,yes
MGH36_P1_G08,MGH36,Malignant,6225,25.6049,0.7463,0.1259,0.1436,Not cycling,0.4477,Translation initiation,"",0.933032018,-1.204690021,yes
MGH36_P1_G09,MGH36,Malignant,6430,24.6305,3.3959,-0.2419,-0.0285,Not cycling,0.9126,Stress,"",-1.480825345,-2.100950845,yes
MGH36_P1_H02,MGH36,Malignant,6076,25.2956,3.1422,0.2436,0.0915,Not cycling,1.3785,Astrocytes,Astrocytes,-1.530408908,-2.545733714,yes
MGH36_P1_H03,MGH36,Malignant,6130,25.5438,-0.1083,0.056,-0.0117,Not cycling,1.2132,Oligo Progenitor,Oligo Progenitor,1.330805791,-1.531197237,yes
MGH36_P1_H04,MGH36,Malignant,7467,24.8316,3.0214,0.0898,-0.0847,Not cycling,0.9873,Astrocytes,"",-1.307688131,-1.929834891,yes
MGH36_P1_H05,MGH36,Malignant,6493,25.0502,4.0196,-0.2563,-0.0478,Not cycling,0.9602,Astrocytes,"",-1.319828939,-2.446760238,yes
MGH36_P1_H06,MGH36,Malignant,7825,26.084,0.4017,0.9309,0.1238,G1/S,1.3901,Cell Cycle - G1/S,"",0.82423986,-1.1370175,yes
MGH36_P1_H07,MGH36,Malignant,5720,25.4709,3.1213,-0.323,-0.0382,Not cycling,0.8985,Stress,"",-0.826965308,-1.274090465,yes
MGH36_P1_H09,MGH36,Malignant,6060,25.2558,2.494,0.0686,-0.0447,Not cycling,0.7265,Interferon/MHC-II (II),"",-0.78389465,-1.403918124,yes
MGH36_P1_H10,MGH36,Malignant,6179,25.9631,0.6778,0.2837,-0.1222,Not cycling,1.1035,Oligo Progenitor,Oligo Progenitor,0.888300454,-1.110425185,yes
MGH36_P3_A01,MGH36,Malignant,5895,20.4366,4.2552,-0.2735,0.0966,Not cycling,1.3324,Stress,Stress,-1.627134911,-1.445394794,yes
MGH36_P3_A02,MGH36,Malignant,3315,18.9975,3.1093,0.2561,-0.0442,Not cycling,0.4379,Astrocytes,"",-0.318087635,0.26113525,yes
MGH36_P3_A03,MGH36,Malignant,4718,19.6605,2.8106,-0.1131,0.3389,Not cycling,1.3784,Astrocytes,Astrocytes,-0.949027425,-0.914480221,yes
MGH36_P3_A04,MGH36,Malignant,5473,20.7645,2.3711,-0.0871,-0.024,Not cycling,1.2789,Astrocytes,Astrocytes,-0.779276443,-0.89161529,yes
MGH36_P3_A05,MGH36,Malignant,4995,19.3409,2.8508,0.1531,-0.0894,Not cycling,1.2282,Astrocytes,Astrocytes,-0.483779839,-0.971171456,yes
MGH36_P3_A08,MGH36,Malignant,5510,19.9666,4.2285,-0.1097,-0.0325,Not cycling,1.6224,Astrocytes,Astrocytes,-0.703403067,-0.814826433,yes
MGH36_P3_A09,MGH36,Malignant,7207,22.9969,-0.6062,0.0273,0.0413,Not cycling,0.6394,Oligo normal,"",0.437299607,-0.778671867,yes
MGH36_P3_A10,MGH36,Malignant,6742,24.2889,-2.2946,0.7857,0.1736,G1/S,1.2547,Oligo Progenitor,Oligo Progenitor,0.745699415,-0.768953579,yes
MGH36_P3_A12,MGH36,Malignant,5821,20.4535,5.5385,0.0244,-0.0072,Not cycling,1.5563,Stress,Stress,-1.381726454,-1.896907252,yes
MGH36_P3_B02,MGH36,Malignant,4605,23.2953,-1.837,0.0285,-0.0204,Not cycling,0.9717,Oligo Progenitor,"",0.765359216,-0.674802986,yes
MGH36_P3_B03,MGH36,Malignant,4098,-1.2081,11.6353,-0.0598,-0.0298,Not cycling,0.617,Astrocytes,"",-0.334976702,0.029025215,yes
MGH36_P3_B04,MGH36,Malignant,5498,23.5218,-3.4218,0.0266,-0.2821,Not cycling,1.4176,NPC Glioma,"",0.012538823,1.869868472,yes
MGH36_P3_B09,MGH36,Malignant,5482,-2.2017,11.1758,0.118,0.1513,Not cycling,1.1435,Respiration,"",1.439526276,-0.502024608,yes
MGH36_P3_B10,MGH36,Malignant,4356,21.4817,5.9218,-0.0046,-0.1452,Not cycling,1.3535,Stress,Stress,-1.71433167,-1.97560871,yes
MGH36_P3_B11,MGH36,Malignant,6745,21.2255,-0.685,0.2134,0.0466,Not cycling,0.4372,Hemato-related II,"",0.043876101,0.597938197,yes
MGH36_P3_B12,MGH36,Malignant,6566,21.091,2.1592,-0.1057,0.141,Not cycling,1.2196,Astrocytes,Astrocytes,-0.855054374,-0.929301715,yes
MGH36_P3_C01,MGH36,Malignant,4881,19.3928,3.2786,-0.073,0.0589,Not cycling,0.9758,Astrocytes,"",-0.522207912,-0.691801554,yes
MGH36_P3_C03,MGH36,Malignant,5489,20.7578,5.2571,-0.198,-0.1112,Not cycling,1.4046,Astrocytes,Astrocytes,-1.024989919,-1.615935977,yes
MGH36_P3_C04,MGH36,Malignant,6242,23.1002,-1.851,-0.1355,-0.0085,Not cycling,1.46,Oligo Progenitor,Oligo Progenitor,1.843230772,-1.686311115,yes
MGH36_P3_C05,MGH36,Malignant,5450,19.9689,3.139,0.0962,0.0289,Not cycling,0.9203,Astrocytes,"",-0.957208566,-0.895916133,yes
MGH36_P3_C06,MGH36,Malignant,6873,25.2408,-4.0017,0.0219,-0.102,Not cycling,2.2,Unfolded protein response,"",0.047485509,0.217465345,yes
MGH36_P3_C08,MGH36,Malignant,4542,19.639,3.7779,0.0319,0.0664,Not cycling,1.0282,Astrocytes,Astrocytes,-0.682064142,-0.756960817,yes
MGH36_P3_C11,MGH36,Malignant,5355,19.6237,3.6278,0.241,0.2258,Not cycling,1.2089,Stress,Stress,-0.848316614,-1.228945057,yes
MGH36_P3_C12,MGH36,Malignant,6179,20.9394,5.657,-0.0578,-0.2137,Not cycling,1.6059,Astrocytes,Astrocytes,-1.176161109,-1.26299071,yes
MGH36_P3_D01,MGH36,Malignant,4884,20.8902,6.1447,-0.2519,-0.0061,Not cycling,1.7983,Astrocytes,Astrocytes,-1.819875933,-1.296930711,yes
MGH36_P3_D02,MGH36,Malignant,4298,19.5998,2.6867,0.1,-0.0943,Not cycling,1.0502,Astrocytes,Astrocytes,-0.653817663,-0.795441551,yes
MGH36_P3_D03,MGH36,Malignant,4371,20.4857,1.7144,0.0423,0.074,Not cycling,1.8212,Unfolded protein response,"",-0.586665606,-0.155116344,yes
MGH36_P3_D04,MGH36,Malignant,5379,19.8499,3.259,-0.1391,-0.1497,Not cycling,1.1028,Astrocytes,Astrocytes,-1.189717797,-1.161605843,yes
MGH36_P3_D07,MGH36,Malignant,5415,21.5275,-0.7487,-0.158,-0.1443,Not cycling,0.6082,Hemato-related I,"",0.61768342,-0.123152869,yes
MGH36_P3_D08,MGH36,Malignant,4793,19.214,4.1844,0.2452,-4e-04,Not cycling,0.8315,Protein maturation,"",-0.44654826,-0.059182334,yes
MGH36_P3_D09,MGH36,Malignant,5372,20.686,4.7563,-0.0599,-0.1862,Not cycling,1.271,Astrocytes,Astrocytes,-1.267577218,-1.494887104,yes
MGH36_P3_D11,MGH36,Malignant,5068,20.426,3.9311,0.2275,-0.0361,Not cycling,1.3069,Astrocytes,Astrocytes,-1.450139057,-1.473651202,yes
MGH36_P3_E02,MGH36,Malignant,4199,20.9346,1.143,-0.0247,0.001,Not cycling,1.6639,Stress,Stress,-0.6721194,-0.210894027,yes
MGH36_P3_E04,MGH36,Malignant,5688,22.3519,-1.616,-0.0539,0.0779,Not cycling,1.0176,Respiration,"",1.590671417,-1.299827952,yes
MGH36_P3_E05,MGH36,Malignant,5519,19.7317,3.0985,0.2152,0.0614,Not cycling,1.2986,Astrocytes,Astrocytes,-1.084538396,-1.082210488,yes
MGH36_P3_E06,MGH36,Malignant,5538,-2.4812,11.4562,0.2373,-0.065,Not cycling,0.6014,NPC Glioma,"",0.655236285,0.218687001,yes
MGH36_P3_E07,MGH36,Malignant,5422,-2.2209,11.1411,-0.0734,-0.0511,Not cycling,1.0484,Translation initiation,"",1.530128064,-0.815153527,yes
MGH36_P3_E08,MGH36,Malignant,4551,18.3937,3.6195,0.1991,0.1178,Not cycling,1.1236,Astrocytes,Astrocytes,-1.136751864,-0.841836426,yes
MGH36_P3_E09,MGH36,Malignant,7243,20.7549,5.665,0.248,0.1597,Not cycling,1.3071,Astrocytes,Astrocytes,-1.366477529,-1.800157828,yes
MGH36_P3_E10,MGH36,Malignant,5205,19.3719,3.515,-0.2217,0.0547,Not cycling,0.6121,Astrocytes,"",-1.027288827,-1.041851828,yes
MGH36_P3_E11,MGH36,Malignant,3147,18.6033,3.5174,0.0774,0.13,Not cycling,1.39,Astrocytes,Astrocytes,-1.09303791,-0.909034207,yes
MGH36_P3_E12,MGH36,Malignant,7157,23.5852,-2.7692,0.8257,0.1761,G1/S,1.0438,NPC Glioma,"",0.075168699,1.366524946,yes
MGH36_P3_F01,MGH36,Malignant,4825,-1.538,11.4969,-0.2194,0.1,Not cycling,1.0554,MYC,"",1.206332901,-0.273384743,yes
MGH36_P3_F02,MGH36,Malignant,4011,20.0172,4.3473,-0.1312,-0.0097,Not cycling,1.4028,Astrocytes,Astrocytes,-1.986945951,-1.857113796,yes
